parents,parents_beaten,beaten,p,e,t
0+2 (0.54:0.46),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.55:0.45),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.56:0.44),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.57:0.43),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.58:0.42),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.59:0.41),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.60:0.40),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.61:0.39),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 345  15 367]
0+2 (0.62:0.38),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 347  15 367]
0+2 (0.63:0.37),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 308  15 367]
0+2 (0.64:0.36),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0. 100. 100.  70.],[398 342 522 485 332 232  15 367]
0+2 (0.65:0.35),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0. 100. 100.  70.],[398 342 522 485 332 235  15 367]
0+2 (0.66:0.34),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 319  23 367]
0+2 (0.67:0.33),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  90. 100.  70.],[398 342 522 485 332 299  23 367]
0+2 (0.68:0.32),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  80. 100.  70.],[398 342 522 485 332 297  23 367]
0+2 (0.69:0.31),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0.  80. 100.  70.],[398 342 522 485 332 277  23 367]
0+2 (0.70:0.30),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0. 100. 100.  70.],[398 342 522 485 332 233  23 367]
0+2 (0.71:0.29),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0. 100. 100.  70.],[398 342 522 485 332 233  23 367]
0+2 (0.72:0.28),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0. 100. 100.  70.],[398 342 522 485 332 236  23 367]
0+2 (0.73:0.27),7 & 6,1,[ 0.  0.  0.  0. 82.  0.  0.  0.],[ 50.  70.  30.  80.   0. 100. 100.  50.],[398 342 522 485 332 236  23 550]
0+2 (0.74:0.26),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 29.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 332 236  23 565]
0+2 (0.75:0.25),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 29.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 332 236  23 565]
0+2 (0.76:0.24),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 27.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 332 236  23 565]
0+2 (0.77:0.23),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 27.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 332 236  23 565]
0+2 (0.78:0.22),7 & 6,2,[ 0.  0.  0.  0. 85.  0.  0. 48.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 253 236  23 565]
0+2 (0.79:0.21),7 & 6,2,[ 0.  0.  0.  0. 85.  0.  0. 59.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 253 235  23 530]
0+2 (0.80:0.20),7 & 6,2,[ 0.  0.  0.  0. 83.  0.  0. 59.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 254 233  23 530]
0+2 (0.81:0.19),7 & 6,2,[ 0.  0.  0.  0. 83.  0.  0. 57.],[ 50.  70.  30.  80.   0.  80. 100.   0.],[398 342 522 485 254 287  23 530]
0+2 (0.82:0.18),7 & 6,2,[ 0.  0.  0.  0. 83.  0.  0. 53.],[ 50.  70.  30.  80.   0.  80. 100.   0.],[398 342 522 485 254 287  23 423]
0+2 (0.83:0.17),7 & 6,2,[ 0.  0.  0.  0. 85.  0.  0. 47.],[ 50.  70.  30.  80.   0.  80. 100.   0.],[398 342 522 485 240 287  23 527]
0+2 (0.84:0.16),7 & 6,2,[ 0.  0.  0.  0. 85.  0.  0. 48.],[ 50.  60.  30.  80.   0.  80. 100.   0.],[398 328 522 485 240 287  23 526]
0+2 (0.85:0.15),7 & 6,2,[ 0.  0.  0.  0. 85.  0.  0. 47.],[ 50.  50.  30.  80.   0.  90. 100.   0.],[398 327 522 485 240 287  23 526]
0+2 (0.86:0.14),7 & 6,2,[ 0.  0.  0.  0. 84.  0.  0. 38.],[ 50. 100.  30.  80.   0.  90. 100.   0.],[398 365 522 485 240 287  23 718]
0+2 (0.87:0.13),7 & 6,2,[ 0.  0.  0.  0. 84.  0.  0. 30.],[ 50.  50.  30.  80.   0.  90. 100.   0.],[398 378 522 485 240 287  23 785]
0+2 (0.88:0.12),7 & 6,2,[ 0.  0.  0.  0. 84.  0.  0. 36.],[ 50.  40.  30.  80.   0.  90. 100.   0.],[398 349 522 485 240 287  24 784]
0+2 (0.89:0.11),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 45.],[ 50.  40.  30.  80.   0.  90. 100.   0.],[398 415 522 485 253 287  25 679]
0+2 (0.90:0.10),7 & 6,2,[ 0.  0.  0.  0. 83.  0.  0. 45.],[ 50.  60.  30.  80.   0.  80. 100.   0.],[398 378 522 485 266 287  25 678]
0+2 (0.91:0.09),7 & 6,2,[ 0.  0.  0.  0. 85.  0.  0. 46.],[ 50.  20.  30.  80.   0.  80. 100.   0.],[398 377 522 485 253 287  25 678]
0+2 (0.92:0.08),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 53.],[ 50.  20.  30.  80.   0.  90. 100.   0.],[398 378 522 485 186 279  25 574]
0+2 (0.93:0.07),7 & 6,2,[ 0.  0.  0.  0. 91.  0.  0. 14.],[ 50.  20.  30.  80.   0.  90. 100.   0.],[398 379 522 485 188 279  25 932]
0+2 (0.94:0.06),7 & 6,2,[ 0.  0.  0.  0. 91.  0.  0. 14.],[ 50.  20.  30.  80.   0.  90. 100.   0.],[398 379 522 485 188 279  25 932]
0+2 (0.95:0.05),7 & 6,2,[ 0.  0.  0. 29. 80.  0.  0. 42.],[ 10.  30.  10.  40.   0.  90. 100.   0.],[ 348  376  527 1500  241  277   25  668]
0+2 (0.96:0.04),7 & 6,3,[ 0.  0.  0. 39. 79.  0.  0. 33.],[ 10.  10.  20.   0.   0.  90. 100.   0.],[ 398  378  531 1387  241  288   25  799]
0+2 (0.97:0.03),7 & 6,4,[100.   0.   0.  59.  80.   0.   0.  46.],[ 0. 10. 40.  0.  0. 90. 90.  0.],[172 379 518 997 292 284  28 643]
0+2 (0.98:0.02),7 & 6,4,[ 0. 82.  4.  0. 78.  0.  0. 43.],[50.  0.  0. 80.  0. 60. 90.  0.],[392 288 497 488 266 383  28 657]
0+2 (0.99:0.01),7 & 6,4,[ 0. 78.  2.  0. 78.  0.  0. 45.],[30.  0.  0. 80.  0. 60. 90.  0.],[397 247 497 488 266 515  28 574]
0+3 (0.01:0.99),7 & 6,4,[ 0. 72. 34.  0. 51.  0.  0. 58.],[70.  0.  0. 40.  0. 70. 10.  0.],[332 278 496 597 424 464 177 433]
0+3 (0.02:0.98),7 & 6,4,[ 0. 72. 34.  0. 44.  0.  0. 49.],[70.  0.  0. 30.  0. 80. 20.  0.],[335 278 496 669 450 460 175 424]
0+3 (0.03:0.97),7 & 6,3,[ 0. 72. 34.  0. 57.  0.  0.  0.],[70.  0.  0. 10.  0. 70. 20. 20.],[335 278 496 782 424 524 174 702]
0+3 (0.04:0.96),7 & 6,3,[ 0. 72. 34.  0. 63.  0.  0.  0.],[70.  0.  0. 10.  0. 60. 50. 10.],[335 278 496 811 294 502 174 685]
0+3 (0.05:0.95),7 & 6,3,[ 0. 72.  0.  0. 60.  0.  0.  0.],[70.  0. 10.  0.  0. 60. 10. 50.],[335 278 511 821 346 497 176 735]
0+3 (0.06:0.94),7 & 6,4,[ 0. 72. 24.  5. 69.  0.  0.  0.],[ 70.   0.   0.   0.   0. 100.  10.  40.],[333 278 497 743 268 394 174 633]
0+3 (0.07:0.93),7 & 6,4,[ 0. 72. 36.  8. 87.  0.  0.  0.],[60.  0.  0.  0.  0. 70. 40. 20.],[387 278 422 743 150 506 173 621]
0+3 (0.08:0.92),7 & 6,4,[ 0. 72. 36. 14. 88.  0.  0.  0.],[50.  0.  0.  0.  0. 80. 80. 40.],[369 278 422 743 201 506  42 655]
0+3 (0.09:0.91),7 & 6,3,[ 0. 72. 38.  0. 78.  0.  0.  0.],[60.  0.  0. 10.  0. 90. 80. 30.],[376 278 497 819 293 548  42 621]
0+3 (0.10:0.90),7 & 6,3,[ 0. 72. 24.  0. 83.  0.  0.  0.],[50.  0.  0. 20.  0. 90. 80. 60.],[384 278 487 755 224 501  45 543]
0+3 (0.11:0.89),7 & 6,3,[ 0. 74. 22.  0. 83.  0.  0.  0.],[20.  0.  0. 20.  0. 90. 80. 10.],[ 348  258  486 1248  223  503   43  548]
0+3 (0.12:0.88),7 & 6,3,[100.  74.   0.   0.  83.   0.   0.   0.],[  0.   0.  30.  50.   0.  70. 100.  30.],[172 258 528 780 223 484  25 575]
0+3 (0.13:0.87),7 & 6,2,[ 0. 78.  0.  0. 83.  0.  0.  0.],[ 50.   0.  30.  60.   0. 100. 100.  50.],[398 268 522 745 212 379  25 649]
0+3 (0.14:0.86),7 & 6,1,[ 0.  0.  0.  0. 83.  0.  0.  0.],[ 50.  20.  30.  60.   0. 100. 100.  50.],[398 385 521 925 211 382  23 649]
0+3 (0.15:0.85),7 & 6,1,[ 0.  0.  0.  0. 73.  0.  0.  0.],[ 50.  20.  30.  60.   0. 100. 100.  50.],[398 416 509 924 288 380  23 649]
0+3 (0.16:0.84),7 & 6,0,[ 0.  0.  0.  0. 81.  0.  0.  0.],[ 50.  40.  20.  50.  30. 100. 100.  60.],[ 398  414  509 1146 1000  400   23  649]
0+3 (0.17:0.83),7 & 6,0,[ 0.  0.  0.  0. 51.  0.  0.  0.],[ 50.  40.  20.  50.  50.  80. 100.  50.],[ 398  414  522 1123 1000  575   23  649]
0+3 (0.18:0.82),7 & 6,0,[ 0.  0.  0.  0. 47.  0.  0.  0.],[ 50.  30.  20.  40.  50. 100. 100.  50.],[ 398  385  504 1205 1000  421   23  649]
0+3 (0.19:0.81),7 & 6,0,[ 0.  0.  0.  0. 46.  0.  0.  0.],[ 50.  40.  20.  50.  70. 100. 100.  60.],[ 398  381  503 1167 1000  439   23  649]
0+3 (0.20:0.80),7 & 6,0,[ 0.  0.  0.  0. 49.  0.  0.  0.],[ 50.  70.  20.  50.  70. 100. 100.  50.],[ 398  354  503 1046 1000  474   23  606]
0+3 (0.21:0.79),7 & 6,0,[ 0.  0.  0.  0. 87.  0.  0.  0.],[ 50.  60.  20.  80.  80. 100. 100.  50.],[ 398  339  503  666 1000  395   23  606]
0+3 (0.22:0.78),7 & 6,0,[ 0.  0.  0.  0. 59.  0.  0.  0.],[ 50.  70.  20.  80.  80. 100. 100.  50.],[ 398  339  503  655 1000  397   23  606]
0+3 (0.23:0.77),7 & 6,0,[ 0.  0.  0.  0. 59.  0.  0.  0.],[ 50.  70.  20.  80.  90.  90. 100.  50.],[ 398  342  522  653 1000  435   23  607]
0+3 (0.24:0.76),7 & 6,0,[ 0.  0.  0.  0. 89.  0.  0.  0.],[ 50.  70.  20.  80.  70.  90. 100.  60.],[ 398  327  502  627 1000  546   15  566]
0+3 (0.25:0.75),7 & 6,0,[ 0.  0.  0.  0. 58.  0.  0.  0.],[ 50.  70.  20.  80.  80.  90. 100.  60.],[ 398  327  500  648 1000  546   15  566]
0+3 (0.26:0.74),7 & 6,0,[ 0.  0.  0.  0. 62.  0.  0.  0.],[ 50.  70.  30.  80.  90.  90. 100.  50.],[ 398  327  444  623 1000  547   15  578]
0+3 (0.27:0.73),7 & 6,0,[ 0.  0.  0.  0. 59.  0.  0.  0.],[ 50.  70.  30.  80.  90.  90. 100.  50.],[ 398  327  427  642 1000  345   15  573]
0+3 (0.28:0.72),7 & 6,0,[ 0.  0.  0.  0. 57.  0.  0.  0.],[ 50.  70.  30.  90.  90.  90. 100.  50.],[ 394  327  425  652 1000  345   15  548]
0+3 (0.29:0.71),7 & 6,0,[ 0.  0.  0.  0. 57.  0.  0.  0.],[ 50.  70.  20.  90.  90.  70. 100.  50.],[ 370  348  407  727 1000  525   15  547]
0+3 (0.30:0.70),7 & 6,0,[ 0.  0.  0.  0. 57.  0.  0.  0.],[ 60.  70.  30.  90.  90.  80. 100.  50.],[ 391  347  403  622 1000  365   15  507]
0+3 (0.31:0.69),7 & 6,0,[ 0.  0.  0.  0. 56.  0.  0.  0.],[ 60.  70.  60.  90.  90.  80. 100.  50.],[ 391  347  583  625 1000  364   15  505]
0+3 (0.32:0.68),7 & 6,0,[ 0.  0.  0.  0. 54.  0.  0.  0.],[ 50.  70.  60.  90.  90.  80. 100.  50.],[ 383  348  583  625 1000  386   15  505]
0+3 (0.33:0.67),7 & 6,0,[ 0.  0.  0.  0. 53.  0.  0.  0.],[ 50.  90.  50.  90.  90.  90. 100.  50.],[ 325  110  288  586 1000  345   15  504]
0+3 (0.34:0.66),7 & 6,0,[ 0.  0.  0.  0. 51.  0.  0.  0.],[ 60.  70.  80.  90.  90.  90. 100.  70.],[ 329  379  545  583 1000  345   15  474]
0+3 (0.35:0.65),7 & 6,0,[ 0.  0.  0.  0. 50.  0.  0.  0.],[ 50.  70.  70.  90.  90.  90. 100.  70.],[ 306  346  543  527 1000  385   15  475]
0+3 (0.36:0.64),7 & 6,0,[ 0.  0.  0.  0. 48.  0.  0.  0.],[ 50.  70.  90.  90.  90.  90. 100.  70.],[ 328  346  325  503 1000  386   15  475]
0+3 (0.37:0.63),7 & 6,0,[ 0.  0.  0.  0. 48.  0.  0.  0.],[ 50.  70.  90.  90.  90.  90. 100.  70.],[ 308  346  327  503 1000  405   15  475]
0+3 (0.38:0.62),7 & 6,0,[ 0.  0.  0.  0. 50.  0.  0.  0.],[ 60.  70.  90.  90.  90.  90. 100.  70.],[ 328  346  326  503 1000  365   15  475]
0+3 (0.39:0.61),7 & 6,0,[ 0.  0.  0.  0. 50.  0.  0.  0.],[ 60.  70.  90.  90.  90.  90. 100.  70.],[ 327  346  326  503 1000  366   15  474]
0+3 (0.40:0.60),7 & 6,0,[ 0.  0.  0.  0. 50.  0.  0.  0.],[ 60.  70.  90.  90.  90.  90. 100.  60.],[ 314  474  326  563 1000  347   15  463]
0+3 (0.41:0.59),7 & 6,0,[ 0.  0.  0.  0. 49.  0.  0.  0.],[ 60.  70.  90.  90.  90.  90. 100.  60.],[ 314  474  326  528 1000  347   15  448]
0+3 (0.42:0.58),7 & 6,0,[ 0.  0.  0.  0. 47.  0.  0.  0.],[ 60.  70.  90.  90.  90.  90. 100.  60.],[ 329  475  326  527 1000  346   15  446]
0+3 (0.43:0.57),7 & 6,0,[ 0.  0.  0.  0. 48.  0.  0.  0.],[ 60.  70.  90.  90.  90.  90. 100.  70.],[ 329  471  327  548 1000  346   15  448]
0+3 (0.44:0.56),7 & 6,0,[ 0.  0.  0.  0. 58.  0.  0.  0.],[ 60.  70.  90.  90.  80.  90. 100.  70.],[ 329  474  327  585 1000  346   15  450]
0+3 (0.45:0.55),7 & 6,0,[ 0.  0.  0.  0. 61.  0.  0.  0.],[ 60.  70.  90.  90.  80.  90. 100.  70.],[ 329  602  324  583 1000  346   15  396]
0+3 (0.46:0.54),7 & 6,0,[ 0.  0.  0.  0. 60.  0.  0.  0.],[ 50.  70.  90.  90.  80.  90. 100.  70.],[ 329  282  325  584 1000  345   15  395]
0+3 (0.47:0.53),7 & 6,0,[ 0.  0.  0.  0. 59.  0.  0.  0.],[ 50.  70.  90.  90.  80.  70. 100.  40.],[ 385  475  325  586 1000  526   15  507]
0+3 (0.48:0.52),7 & 6,0,[ 0.  0.  0.  0. 56.  0.  0.  0.],[ 50.  70.  90.  70.  70.  70. 100.  40.],[ 327  346  325  725 1000  485   15  491]
0+3 (0.49:0.51),7 & 6,0,[ 0.  0.  0.  0. 50.  0.  0.  0.],[ 50.  70.  90.  70.  50.  70. 100.  40.],[ 327  478  325  722 1000  465   15  507]
0+3 (0.50:0.50),7 & 6,0,[ 0.  0.  0.  0. 43.  0.  0.  0.],[ 50.  70.  90.  70.  30.  70. 100.  40.],[ 327  393  325  742 1000  486   15  517]
0+3 (0.51:0.49),7 & 6,0,[ 0.  0.  0.  0. 39.  0.  0.  0.],[ 50.  70.  90.  70.  30.  50. 100.  50.],[ 348  346  325  728 1000  603   15  522]
0+3 (0.52:0.48),7 & 6,1,[ 0.  0.  0.  0. 72.  0.  0.  0.],[ 50.  70.  90.  80.   0.  60. 100.  50.],[351 346 325 747 278 568  15 522]
0+3 (0.53:0.47),7 & 6,1,[ 0.  0.  0.  0. 69.  0.  0.  0.],[ 60.  70.  90.  80.   0.  60. 100.  50.],[354 346 325 727 278 526  15 527]
0+3 (0.54:0.46),7 & 6,1,[ 0.  0.  0.  0. 71.  0.  0.  0.],[ 60.  70.  90.  80.   0.  50. 100.  40.],[354 346 325 766 279 526  15 515]
0+3 (0.55:0.45),7 & 6,1,[ 0.  0.  0.  0. 72.  0.  0.  0.],[ 60.  70.  90.  80.   0.  60. 100.  40.],[354 350 324 783 266 566  15 517]
0+3 (0.56:0.44),7 & 6,1,[ 0.  0.  0.  0. 57.  0.  0.  0.],[ 60.  70.  90.  70.   0.  70. 100.  50.],[354 349 324 822 359 507  15 489]
0+3 (0.57:0.43),7 & 6,1,[ 0.  0.  0.  0. 63.  0.  0.  0.],[ 60.  70.  80.  70.   0.  70. 100.  50.],[354 348 323 585 359 507  15 506]
0+3 (0.58:0.42),7 & 6,1,[ 0.  0.  0.  0. 64.  0.  0.  0.],[ 60.  70.  80.  70.   0.  70. 100.  40.],[354 348 324 723 359 528  15 528]
0+3 (0.59:0.41),7 & 6,1,[ 0.  0.  0.  0. 65.  0.  0.  0.],[ 60.  70.  80.  60.   0.  70. 100.  40.],[354 348 325 763 360 527  15 545]
0+3 (0.60:0.40),7 & 6,1,[ 0.  0.  0.  0. 67.  0.  0.  0.],[ 60.  70.  80.  60.   0.  70. 100.  50.],[354 349 325 807 360 582  15 546]
0+3 (0.61:0.39),7 & 6,1,[ 0.  0.  0.  0. 68.  0.  0.  0.],[ 60.  70.  80.  60.   0.  60. 100.  50.],[354 349 325 825 360 545  15 546]
0+3 (0.62:0.38),7 & 6,1,[ 0.  0.  0.  0. 78.  0.  0.  0.],[ 60.  70.  80.  70.   0.  70. 100.  50.],[354 359 326 788 283 447  15 546]
0+3 (0.63:0.37),7 & 6,1,[ 0.  0.  0.  0. 77.  0.  0.  0.],[ 60.  70.  80.  70.   0.  60. 100.  40.],[354 386 326 726 283 488  15 667]
0+3 (0.64:0.36),7 & 6,1,[ 0.  0.  0.  0. 79.  0.  0.  0.],[ 60.  70.  80.  70.   0.  90. 100.  30.],[354 386 326 685 260 347  15 651]
0+3 (0.65:0.35),7 & 6,1,[ 0.  0.  0.  0. 77.  0.  0.  0.],[ 60.  70.  80.  70.   0.  90. 100.  40.],[352 387 326 728 260 347  15 571]
0+3 (0.66:0.34),7 & 6,1,[ 0.  0.  0.  0. 77.  0.  0.  0.],[ 60.  70.  80.  60.   0.  90. 100.  50.],[352 469 327 908 285 347  15 546]
0+3 (0.67:0.33),7 & 6,1,[ 0.  0.  0.  0. 77.  0.  0.  0.],[ 60.  70.  80.  60.   0.  90. 100.  40.],[352 471 326 922 285 345  15 669]
0+3 (0.68:0.32),7 & 6,1,[ 0.  0.  0.  0. 76.  0.  0.  0.],[ 50.  70.  80.  60.   0.  90. 100.  40.],[408 410 326 906 275 345  15 671]
0+3 (0.69:0.31),7 & 6,1,[ 0.  0.  0.  0. 78.  0.  0.  0.],[ 50.  70.  80.  60.   0.  90. 100.  40.],[408 410 547 907 225 345  15 671]
0+3 (0.70:0.30),7 & 6,1,[ 0.  0.  0.  0. 79.  0.  0.  0.],[ 50.  70.  80.  60.   0.  90. 100.  40.],[408 342 562 885 225 345  15 676]
0+3 (0.71:0.29),7 & 6,1,[ 0.  0.  0.  0. 79.  0.  0.  0.],[ 50.  70.  30.  60.   0.  90. 100.  40.],[412 342 525 862 225 345  15 674]
0+3 (0.72:0.28),7 & 6,1,[ 0.  0.  0.  0. 80.  0.  0.  0.],[ 50.  70.  30.  60.   0.  90. 100.  40.],[406 342 523 864 225 345  15 669]
0+3 (0.73:0.27),7 & 6,1,[ 0.  0.  0.  0. 80.  0.  0.  0.],[ 50.  70.  30.  40.   0.  90. 100.  20.],[ 406  342  523 1208  209  345   15  779]
0+3 (0.74:0.26),7 & 6,2,[ 0.  0.  0. 23. 92.  0.  0.  0.],[ 40.  70.  30.   0.   0.  90. 100.  50.],[ 373  342  523 1447  197  345   15  769]
0+3 (0.75:0.25),7 & 6,1,[ 0.  0.  0.  0. 91.  0.  0. 17.],[ 50.  70.  30.  10.   0.  90. 100.  10.],[ 376  342  522 1285  198  345   15 1000]
0+3 (0.76:0.24),7 & 6,1,[ 0.  0.  0.  0. 81.  0.  0. 11.],[ 40.  70.  30.  10.   0.  90. 100.  20.],[ 402  342  522 1386  226  345   15 1000]
0+3 (0.77:0.23),7 & 6,2,[ 0.  0.  0.  0. 81.  0.  0. 22.],[ 50.  70.  30.  40.   0.  90. 100.   0.],[ 398  342  522 1085  227  345   15  875]
0+3 (0.78:0.22),7 & 6,3,[ 0.  0.  0.  3. 81.  0.  0. 29.],[ 50.  70.  30.   0.   0.  90. 100.   0.],[ 398  342  522 1409  227  345   15  796]
0+3 (0.79:0.21),7 & 6,2,[ 0.  0.  0.  0. 81.  0.  0. 41.],[ 50.  70.  30.  80.   0.  90. 100.   0.],[398 342 522 485 227 345  15 666]
0+3 (0.80:0.20),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 41.],[ 50.  70.  30.  80.   0.  90. 100.   0.],[398 342 522 485 198 345  15 666]
0+3 (0.81:0.19),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 41.],[ 50.  70.  30.  80.   0.  90. 100.   0.],[398 342 522 485 198 308  15 666]
0+3 (0.82:0.18),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 36.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 258  23 666]
0+3 (0.83:0.17),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 36.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 258  23 666]
0+3 (0.84:0.16),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 36.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 236  23 666]
0+3 (0.85:0.15),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 36.],[ 50.  70.  30.  80.   0.  90. 100.   0.],[398 342 522 485 198 297  23 666]
0+3 (0.86:0.14),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 36.],[ 50.  70.  30.  80.   0.  90. 100.   0.],[398 342 522 485 198 312  23 666]
0+3 (0.87:0.13),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 36.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 236  23 666]
0+3 (0.88:0.12),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 22.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 236  23 797]
0+3 (0.89:0.11),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 22.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 241  23 797]
0+3 (0.90:0.10),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 25.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 198 241  23 798]
0+3 (0.91:0.09),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 25.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 227 259  23 798]
0+3 (0.92:0.08),7 & 6,2,[ 0.  0.  0.  0. 82.  0.  0. 25.],[ 50.  70.  30.  80.   0. 100. 100.   0.],[398 342 522 485 227 261  23 798]
0+3 (0.93:0.07),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 25.],[ 50.  70.  30.  80.   0.  90. 100.   0.],[398 381 522 485 198 287  25 798]
0+3 (0.94:0.06),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 20.],[ 50.  50.  30.  80.   0.  90. 100.   0.],[398 378 522 485 198 268  25 798]
0+3 (0.95:0.05),7 & 6,2,[ 0.  0.  0.  0. 92.  0.  0. 20.],[ 50.  10.  30.  80.   0.  60. 100.   0.],[398 372 522 485 186 440  25 798]
0+3 (0.96:0.04),7 & 6,2,[ 0.  0.  0.  0. 90.  0.  0. 20.],[ 50.  20.  30.  80.   0.  80. 100.   0.],[398 378 522 485 188 421  25 798]
0+3 (0.97:0.03),7 & 6,2,[ 0.  0.  0.  0. 80.  0.  0. 18.],[ 50.  20.  30.  80.   0.  80. 100.   0.],[398 379 522 485 240 459  25 798]
0+3 (0.98:0.02),7 & 6,3,[100.   0.   0.   0.  81.   0.   0.  33.],[  0.  30.  30.  50.   0.  20. 100.   0.],[161 378 525 686 240 541  25 746]
0+3 (0.99:0.01),7 & 6,4,[ 0.  0.  6. 56. 90.  0.  0. 29.],[ 30.  20.   0.   0.   0.  50. 100.   0.],[398 367 497 795 186 519  25 748]
0+4 (0.01:0.99),7 & 7,3,[ 0. 28.  0.  0. 69.  0.  3.  0.],[70.  0. 30. 60.  0. 30.  0. 20.],[308 238 285 368 274 348 210 512]
0+4 (0.02:0.98),7 & 7,3,[ 0. 28.  0.  0. 69.  0.  0. 15.],[70.  0. 10. 60.  0. 20. 10.  0.],[308 238 286 366 274 349 214 426]
0+4 (0.03:0.97),7 & 7,3,[ 0. 28.  0.  0. 71.  0.  0. 15.],[70.  0. 20. 60.  0. 20. 10.  0.],[308 239 293 362 274 351 215 426]
0+4 (0.04:0.96),7 & 7,3,[ 0. 28.  0.  0. 66.  0.  0. 15.],[70.  0. 20. 60.  0. 20. 10.  0.],[308 239 326 362 264 349 215 426]
